Results folder created        : D:\Uni Material\Code_Odyssey\Code\DQN\SOS-DQN-POMO-CG\results\2522_2023-05-17_260512_2221_cg
Loading problem data...
Using device: cpu
Loading POMO model from d:\Uni Material\Code_Odyssey\Code\DQN\SOS-DQN-POMO-CG\results\train_20260421_204908_pomo_training\pretrained_pomo\model_epoch_200.pt...
Building initial dummy basis...
Starting Root Node Column Generation...

[Iteration 1] RMP Objective: 260000.00
[Iteration 1] POMO generated 116 negative RC columns.
[Iteration 1] Adding Columns:
  - Vehicle: 4w | RC: -168587.85 | Cost: 1412.15 | Route: [0, 5, 3, 20, 14, 19, 21, 11, 2, 8, 18, 26, 13, 12, 9, 22, 7, 1, 0]
  - Vehicle: 4w | RC: -1137.61 | Cost: 1522.80 | Route: [0, 22, 9, 12, 26, 18, 15, 8, 2, 14, 19, 11, 0]
  - Vehicle: 6w | RC: -1081.52 | Cost: 1718.64 | Route: [0, 17, 13, 26, 7, 18, 8, 2, 14, 19, 11, 15, 4, 1, 0]
  - Vehicle: 10w | RC: -1043.78 | Cost: 3260.53 | Route: [0, 6, 25, 24, 12, 26, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: 40ft | RC: -1012.53 | Cost: 3108.37 | Route: [0, 25, 6, 13, 26, 7, 18, 8, 2, 14, 19, 15, 4, 1, 0]
  - Vehicle: 6w | RC: -972.43 | Cost: 1687.97 | Route: [0, 9, 12, 26, 7, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: 10w | RC: -965.11 | Cost: 3339.20 | Route: [0, 24, 25, 6, 13, 26, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: 10w | RC: -948.48 | Cost: 1851.68 | Route: [0, 1, 15, 18, 8, 2, 14, 19, 11, 26, 13, 12, 0]
  - Vehicle: 10w | RC: -889.59 | Cost: 1770.81 | Route: [0, 4, 15, 18, 8, 2, 14, 19, 11, 7, 26, 13, 0]
  - Vehicle: 6w | RC: -888.85 | Cost: 1771.56 | Route: [0, 22, 9, 12, 26, 7, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: 10w | RC: -840.30 | Cost: 1820.11 | Route: [0, 13, 26, 7, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: 10w | RC: -830.38 | Cost: 1969.78 | Route: [0, 3, 14, 19, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 10w | RC: -823.10 | Cost: 1977.06 | Route: [0, 20, 14, 19, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 10w | RC: -817.56 | Cost: 1842.84 | Route: [0, 26, 7, 18, 15, 8, 2, 14, 19, 11, 0]
  - Vehicle: 10w | RC: -796.79 | Cost: 1863.61 | Route: [0, 15, 18, 8, 2, 14, 19, 11, 7, 26, 13, 12, 0]
  - Vehicle: 10w | RC: -784.78 | Cost: 2015.38 | Route: [0, 21, 14, 19, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 10w | RC: -742.46 | Cost: 1917.95 | Route: [0, 12, 26, 7, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: 10w | RC: -737.44 | Cost: 2062.72 | Route: [0, 5, 14, 19, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 10w | RC: -701.79 | Cost: 2098.37 | Route: [0, 19, 14, 3, 2, 8, 18, 15, 1, 7, 26, 13, 12, 0]
  - Vehicle: 4w | RC: -698.31 | Cost: 794.15 | Route: [0, 8, 2, 18, 15, 7, 26, 13, 0]
  - Vehicle: 40ft | RC: -698.29 | Cost: 2101.87 | Route: [0, 1, 15, 18, 8, 2, 14, 19, 11, 26, 13, 12, 0]
  - Vehicle: 4w | RC: -697.05 | Cost: 795.41 | Route: [0, 2, 8, 18, 15, 7, 26, 13, 0]
  - Vehicle: 10w | RC: -684.20 | Cost: 2300.83 | Route: [0, 10, 14, 19, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: AUV | RC: -656.11 | Cost: 987.80 | Route: [0, 6, 25, 24, 12, 0]
  - Vehicle: 40ft | RC: -650.92 | Cost: 2009.49 | Route: [0, 4, 15, 18, 8, 2, 14, 19, 11, 7, 26, 13, 0]
  - Vehicle: 4w | RC: -644.73 | Cost: 847.72 | Route: [0, 11, 2, 8, 18, 15, 7, 26, 13, 0]
  - Vehicle: 6w | RC: -634.34 | Cost: 997.87 | Route: [0, 8, 2, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 40ft | RC: -633.60 | Cost: 2026.81 | Route: [0, 15, 18, 8, 2, 14, 19, 11, 26, 13, 7, 0]
  - Vehicle: 40ft | RC: -633.51 | Cost: 3670.80 | Route: [0, 6, 25, 24, 12, 26, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: 6w | RC: -632.91 | Cost: 999.30 | Route: [0, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: AUV | RC: -599.70 | Cost: 1044.20 | Route: [0, 25, 24, 6, 12, 0]
  - Vehicle: 10w | RC: -598.56 | Cost: 2201.60 | Route: [0, 17, 13, 26, 7, 18, 8, 2, 14, 19, 11, 15, 4, 1, 0]
  - Vehicle: 6w | RC: -597.70 | Cost: 1034.51 | Route: [0, 11, 2, 8, 18, 15, 1, 7, 26, 0]
  - Vehicle: 40ft | RC: -597.14 | Cost: 2063.27 | Route: [0, 13, 26, 7, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: AUV | RC: -585.22 | Cost: 1058.68 | Route: [0, 24, 25, 6, 12, 0]
  - Vehicle: 40ft | RC: -579.25 | Cost: 2220.91 | Route: [0, 8, 2, 14, 19, 11, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 40ft | RC: -568.05 | Cost: 2232.11 | Route: [0, 3, 14, 19, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 40ft | RC: -560.47 | Cost: 2239.69 | Route: [0, 20, 14, 19, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 40ft | RC: -553.05 | Cost: 2247.11 | Route: [0, 19, 14, 3, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 40ft | RC: -516.69 | Cost: 2283.47 | Route: [0, 21, 14, 19, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 40ft | RC: -500.98 | Cost: 3803.33 | Route: [0, 24, 25, 6, 13, 26, 7, 18, 15, 8, 14, 19, 2, 0]
  - Vehicle: 10w | RC: -497.35 | Cost: 2163.06 | Route: [0, 9, 12, 26, 7, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: 40ft | RC: -488.24 | Cost: 2172.17 | Route: [0, 12, 26, 7, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: 10w | RC: -390.12 | Cost: 2270.29 | Route: [0, 22, 9, 12, 26, 7, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: 40ft | RC: -384.16 | Cost: 2600.86 | Route: [0, 10, 14, 19, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 10w | RC: -355.74 | Cost: 1276.47 | Route: [0, 8, 2, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 10w | RC: -353.89 | Cost: 1278.32 | Route: [0, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 40ft | RC: -322.54 | Cost: 2477.62 | Route: [0, 17, 13, 26, 7, 18, 8, 2, 14, 19, 11, 15, 1, 0]
  - Vehicle: 10w | RC: -308.67 | Cost: 1323.54 | Route: [0, 11, 2, 8, 18, 15, 1, 7, 26, 0]
  - Vehicle: 40ft | RC: -214.52 | Cost: 2445.89 | Route: [0, 9, 12, 26, 7, 18, 15, 8, 2, 14, 19, 0]
  - Vehicle: 4w | RC: -199.45 | Cost: 968.50 | Route: [0, 18, 8, 2, 14, 19, 11, 7, 26, 13, 12, 0]
  - Vehicle: 4w | RC: -179.77 | Cost: 988.18 | Route: [0, 14, 19, 2, 8, 18, 7, 26, 13, 12, 0]
  - Vehicle: 4w | RC: -178.95 | Cost: 989.00 | Route: [0, 26, 7, 18, 8, 2, 14, 19, 11, 21, 0]
  - Vehicle: 40ft | RC: -173.16 | Cost: 1459.05 | Route: [0, 2, 8, 18, 15, 1, 7, 26, 13, 0]
  - Vehicle: 4w | RC: -167.74 | Cost: 1000.20 | Route: [0, 7, 18, 8, 2, 14, 19, 11, 26, 13, 12, 0]
  - Vehicle: 40ft | RC: -122.61 | Cost: 1509.60 | Route: [0, 11, 2, 8, 18, 15, 1, 7, 26, 0]
  - Vehicle: 6w | RC: -14.40 | Cost: 1153.55 | Route: [0, 18, 8, 2, 14, 19, 11, 7, 26, 13, 12, 0]

[Iteration 3] RMP Objective: 6953.58
[Iteration 3] POMO generated 47 negative RC columns.
[Iteration 3] Adding Columns:
  - Vehicle: 4w | RC: -1936.01 | Cost: 2710.82 | Route: [0, 16, 23, 17, 13, 4, 1, 18, 7, 26, 12, 0]
  - Vehicle: 6w | RC: -1456.15 | Cost: 3190.68 | Route: [0, 16, 23, 17, 13, 4, 1, 18, 7, 26, 12, 0]
  - Vehicle: 4w | RC: -1232.56 | Cost: 2159.43 | Route: [0, 24, 17, 13, 26, 7, 18, 8, 3, 20, 5, 4, 15, 1, 0]
  - Vehicle: 4w | RC: -1055.73 | Cost: 2204.93 | Route: [0, 25, 24, 17, 13, 26, 18, 8, 2, 3, 20, 5, 4, 15, 0]
  - Vehicle: 4w | RC: -916.23 | Cost: 1487.96 | Route: [0, 17, 13, 26, 7, 18, 8, 2, 3, 20, 5, 4, 1, 0]
  - Vehicle: 4w | RC: -915.24 | Cost: 1812.62 | Route: [0, 9, 12, 26, 7, 18, 8, 2, 3, 20, 10, 4, 17, 0]
  - Vehicle: 6w | RC: -852.67 | Cost: 2539.32 | Route: [0, 24, 17, 13, 26, 7, 18, 8, 3, 20, 5, 4, 1, 0]
  - Vehicle: 4w | RC: -844.31 | Cost: 1883.55 | Route: [0, 22, 9, 12, 26, 7, 18, 8, 2, 3, 20, 10, 4, 17, 0]
  - Vehicle: 4w | RC: -815.52 | Cost: 1588.66 | Route: [0, 1, 18, 8, 2, 3, 20, 19, 11, 26, 13, 17, 7, 4, 0]
  - Vehicle: 4w | RC: -792.47 | Cost: 1611.72 | Route: [0, 8, 2, 3, 20, 19, 11, 26, 13, 7, 18, 4, 1, 17, 0]
  - Vehicle: 4w | RC: -754.02 | Cost: 1518.84 | Route: [0, 18, 8, 2, 3, 20, 19, 11, 26, 13, 7, 4, 17, 0]
  - Vehicle: 4w | RC: -722.31 | Cost: 1550.56 | Route: [0, 6, 17, 13, 26, 7, 18, 8, 2, 3, 20, 5, 4, 15, 0]
  - Vehicle: 4w | RC: -705.81 | Cost: 2641.66 | Route: [0, 23, 6, 17, 13, 26, 7, 18, 8, 2, 3, 20, 10, 5, 0]
  - Vehicle: 4w | RC: -697.52 | Cost: 1575.35 | Route: [0, 4, 18, 8, 2, 3, 20, 19, 11, 26, 13, 17, 12, 0]
  - Vehicle: 4w | RC: -696.19 | Cost: 1576.67 | Route: [0, 15, 4, 18, 8, 2, 3, 20, 19, 11, 26, 13, 17, 12, 0]
  - Vehicle: 6w | RC: -672.22 | Cost: 2588.44 | Route: [0, 25, 24, 17, 13, 26, 7, 18, 8, 3, 20, 5, 4, 15, 0]
  - Vehicle: 6w | RC: -640.91 | Cost: 1763.28 | Route: [0, 17, 13, 26, 7, 18, 8, 2, 3, 20, 5, 4, 1, 0]
  - Vehicle: 6w | RC: -585.62 | Cost: 2142.24 | Route: [0, 9, 12, 26, 7, 18, 8, 2, 3, 20, 10, 4, 17, 0]
  - Vehicle: 10w | RC: -552.55 | Cost: 4094.28 | Route: [0, 16, 23, 17, 13, 4, 1, 18, 7, 26, 12, 0]
  - Vehicle: 4w | RC: -543.32 | Cost: 1436.13 | Route: [0, 10, 20, 3, 19, 2, 8, 18, 7, 26, 13, 17, 0]
  - Vehicle: 6w | RC: -521.88 | Cost: 1882.30 | Route: [0, 1, 18, 8, 2, 3, 20, 19, 11, 26, 13, 17, 7, 4, 0]
  - Vehicle: 6w | RC: -502.03 | Cost: 2225.82 | Route: [0, 22, 9, 12, 26, 7, 18, 8, 2, 3, 20, 10, 4, 17, 0]
  - Vehicle: 6w | RC: -495.27 | Cost: 1908.92 | Route: [0, 8, 2, 3, 20, 19, 11, 26, 13, 7, 18, 4, 1, 17, 0]
  - Vehicle: 6w | RC: -473.94 | Cost: 1798.93 | Route: [0, 18, 8, 2, 3, 20, 19, 11, 26, 13, 7, 4, 17, 0]
  - Vehicle: 6w | RC: -408.38 | Cost: 1864.49 | Route: [0, 4, 18, 8, 2, 3, 20, 19, 11, 26, 13, 17, 12, 0]
  - Vehicle: 6w | RC: -405.99 | Cost: 1866.88 | Route: [0, 15, 4, 18, 8, 2, 3, 20, 19, 11, 26, 13, 17, 12, 0]
  - Vehicle: AUV | RC: -362.53 | Cost: 2359.80 | Route: [0, 16, 24, 12, 7, 18, 8, 0]
  - Vehicle: 4w | RC: -346.12 | Cost: 1182.38 | Route: [0, 14, 20, 3, 5, 2, 8, 18, 7, 26, 13, 17, 0]
  - Vehicle: 4w | RC: -315.84 | Cost: 1208.61 | Route: [0, 7, 18, 8, 2, 3, 20, 19, 11, 26, 13, 17, 0]
  - Vehicle: 4w | RC: -313.12 | Cost: 1211.33 | Route: [0, 3, 20, 19, 2, 8, 18, 7, 26, 13, 12, 17, 0]
  - Vehicle: 4w | RC: -281.01 | Cost: 1243.45 | Route: [0, 20, 3, 19, 2, 8, 18, 7, 26, 13, 12, 17, 0]
  - Vehicle: 6w | RC: -279.17 | Cost: 1700.28 | Route: [0, 10, 20, 3, 19, 2, 8, 18, 7, 26, 13, 17, 0]
  - Vehicle: 4w | RC: -271.34 | Cost: 1253.11 | Route: [0, 26, 7, 18, 8, 2, 3, 20, 19, 11, 13, 17, 0]
  - Vehicle: 4w | RC: -241.13 | Cost: 1283.33 | Route: [0, 5, 3, 20, 19, 2, 8, 18, 7, 26, 13, 12, 17, 0]
  - Vehicle: 6w | RC: -236.24 | Cost: 3111.23 | Route: [0, 23, 6, 17, 13, 26, 7, 18, 8, 2, 3, 20, 10, 5, 0]
  - Vehicle: 4w | RC: -223.74 | Cost: 1300.72 | Route: [0, 19, 3, 20, 5, 8, 18, 7, 26, 13, 12, 17, 0]
  - Vehicle: 4w | RC: -217.58 | Cost: 1306.87 | Route: [0, 21, 3, 20, 19, 2, 8, 18, 7, 26, 13, 12, 17, 0]
  - Vehicle: 4w | RC: -193.29 | Cost: 1331.16 | Route: [0, 12, 26, 7, 18, 8, 2, 3, 20, 19, 11, 13, 17, 0]
  - Vehicle: 10w | RC: -144.92 | Cost: 2259.27 | Route: [0, 17, 13, 26, 7, 18, 8, 2, 3, 20, 5, 4, 1, 0]
  - Vehicle: 10w | RC: -135.35 | Cost: 3256.63 | Route: [0, 24, 17, 13, 26, 7, 18, 8, 3, 20, 5, 4, 1, 0]
  - Vehicle: 40ft | RC: -117.90 | Cost: 2741.27 | Route: [0, 17, 13, 26, 7, 18, 8, 2, 3, 20, 10, 4, 1, 0]
  - Vehicle: 6w | RC: -87.05 | Cost: 1437.40 | Route: [0, 3, 20, 19, 2, 8, 18, 7, 26, 13, 12, 17, 0]
  - Vehicle: AUV | RC: -72.79 | Cost: 915.01 | Route: [0, 6, 24, 12, 0]
  - Vehicle: 40ft | RC: -50.66 | Cost: 4596.17 | Route: [0, 16, 23, 17, 13, 4, 1, 18, 7, 26, 12, 0]
  - Vehicle: 6w | RC: -49.79 | Cost: 1474.67 | Route: [0, 20, 3, 19, 2, 8, 18, 7, 26, 13, 12, 17, 0]
  - Vehicle: 6w | RC: -2.09 | Cost: 1522.36 | Route: [0, 6, 17, 13, 26, 7, 18, 8, 2, 3, 20, 19, 0]
  - Vehicle: 6w | RC: -2.05 | Cost: 1522.41 | Route: [0, 5, 3, 20, 19, 2, 8, 18, 7, 26, 13, 12, 17, 0]

[Iteration 4] RMP Objective: 6047.88
[Iteration 4] POMO generated 55 negative RC columns.
[Iteration 4] Adding Columns:
  - Vehicle: 4w | RC: -1049.14 | Cost: 1924.73 | Route: [0, 15, 10, 20, 14, 19, 5, 2, 8, 18, 26, 9, 17, 6, 0]
  - Vehicle: 4w | RC: -1036.90 | Cost: 2758.83 | Route: [0, 16, 23, 17, 6, 9, 12, 13, 26, 18, 15, 4, 1, 0]
  - Vehicle: 4w | RC: -954.41 | Cost: 1610.46 | Route: [0, 18, 8, 19, 5, 10, 20, 14, 21, 9, 12, 17, 6, 0]
  - Vehicle: 4w | RC: -941.94 | Cost: 1622.92 | Route: [0, 1, 18, 8, 19, 5, 10, 20, 14, 21, 9, 12, 17, 6, 0]
  - Vehicle: 4w | RC: -907.07 | Cost: 1657.80 | Route: [0, 7, 18, 8, 19, 5, 10, 20, 14, 21, 9, 12, 17, 6, 0]
  - Vehicle: 4w | RC: -898.69 | Cost: 1666.18 | Route: [0, 19, 5, 10, 20, 14, 21, 9, 12, 26, 13, 17, 6, 0]
  - Vehicle: 4w | RC: -891.37 | Cost: 1673.50 | Route: [0, 2, 19, 5, 10, 20, 14, 21, 9, 12, 26, 17, 6, 0]
  - Vehicle: 4w | RC: -880.68 | Cost: 1684.18 | Route: [0, 8, 19, 5, 10, 20, 14, 21, 9, 12, 26, 17, 6, 0]
  - Vehicle: 4w | RC: -879.16 | Cost: 1685.70 | Route: [0, 11, 19, 5, 10, 20, 14, 21, 9, 12, 26, 17, 6, 0]
  - Vehicle: 4w | RC: -869.32 | Cost: 1852.22 | Route: [0, 4, 15, 10, 20, 14, 19, 5, 2, 8, 18, 26, 9, 17, 0]
  - Vehicle: 4w | RC: -837.25 | Cost: 1727.62 | Route: [0, 5, 10, 20, 14, 19, 2, 8, 18, 26, 9, 12, 17, 6, 0]
  - Vehicle: 4w | RC: -761.45 | Cost: 1803.42 | Route: [0, 10, 20, 14, 19, 5, 2, 8, 18, 26, 9, 12, 17, 6, 0]
  - Vehicle: 4w | RC: -712.19 | Cost: 1852.68 | Route: [0, 21, 19, 5, 10, 20, 14, 2, 8, 18, 26, 9, 12, 17, 6, 0]
  - Vehicle: 4w | RC: -706.49 | Cost: 1858.37 | Route: [0, 20, 14, 19, 5, 10, 2, 8, 18, 26, 9, 12, 17, 6, 0]
  - Vehicle: 6w | RC: -699.49 | Cost: 2274.38 | Route: [0, 15, 10, 20, 14, 19, 5, 2, 8, 18, 26, 9, 17, 6, 0]
  - Vehicle: 4w | RC: -696.96 | Cost: 1867.90 | Route: [0, 3, 20, 14, 19, 5, 10, 2, 8, 18, 26, 9, 12, 17, 6, 0]
  - Vehicle: 4w | RC: -673.87 | Cost: 1638.67 | Route: [0, 13, 26, 7, 18, 8, 19, 5, 10, 20, 14, 21, 9, 12, 17, 0]
  - Vehicle: 6w | RC: -658.82 | Cost: 1906.04 | Route: [0, 18, 8, 19, 5, 10, 20, 14, 21, 9, 12, 17, 6, 0]
  - Vehicle: 6w | RC: -642.59 | Cost: 1922.27 | Route: [0, 1, 18, 8, 19, 5, 10, 20, 14, 21, 9, 12, 17, 6, 0]
  - Vehicle: 6w | RC: -594.08 | Cost: 1970.78 | Route: [0, 19, 5, 10, 20, 14, 21, 9, 12, 26, 13, 17, 6, 0]
  - Vehicle: 6w | RC: -585.29 | Cost: 1979.57 | Route: [0, 2, 19, 5, 10, 20, 14, 21, 9, 12, 26, 17, 6, 0]
  - Vehicle: 6w | RC: -572.74 | Cost: 1992.12 | Route: [0, 8, 19, 5, 10, 20, 14, 21, 9, 12, 26, 17, 6, 0]
  - Vehicle: 6w | RC: -570.93 | Cost: 1993.94 | Route: [0, 11, 19, 5, 10, 20, 14, 21, 9, 12, 26, 17, 6, 0]
  - Vehicle: 6w | RC: -547.66 | Cost: 3248.07 | Route: [0, 16, 23, 17, 6, 9, 12, 13, 26, 18, 15, 4, 1, 0]
  - Vehicle: 6w | RC: -532.07 | Cost: 2189.47 | Route: [0, 4, 15, 10, 20, 14, 19, 5, 2, 8, 18, 26, 9, 17, 0]
  - Vehicle: 4w | RC: -530.42 | Cost: 1506.33 | Route: [0, 14, 20, 5, 19, 2, 8, 18, 26, 9, 12, 13, 17, 6, 0]
  - Vehicle: 6w | RC: -521.76 | Cost: 2043.10 | Route: [0, 5, 10, 20, 14, 19, 2, 8, 18, 26, 9, 12, 17, 6, 0]
  - Vehicle: 4w | RC: -469.89 | Cost: 1842.65 | Route: [0, 9, 12, 26, 7, 18, 8, 19, 5, 10, 20, 14, 21, 13, 17, 0]
  - Vehicle: 4w | RC: -436.66 | Cost: 2197.40 | Route: [0, 25, 24, 6, 17, 13, 26, 9, 12, 7, 18, 8, 19, 14, 20, 0]
  - Vehicle: 6w | RC: -433.52 | Cost: 2131.34 | Route: [0, 10, 20, 14, 19, 5, 2, 8, 18, 26, 9, 12, 17, 6, 0]
  - Vehicle: 4w | RC: -419.53 | Cost: 2214.53 | Route: [0, 24, 25, 6, 17, 13, 26, 9, 12, 7, 18, 8, 19, 14, 20, 0]
  - Vehicle: 6w | RC: -374.69 | Cost: 2190.17 | Route: [0, 21, 19, 5, 10, 20, 14, 2, 8, 18, 26, 9, 12, 17, 6, 0]
  - Vehicle: 6w | RC: -372.31 | Cost: 1940.23 | Route: [0, 13, 26, 7, 18, 8, 19, 5, 10, 20, 14, 21, 9, 12, 17, 0]
  - Vehicle: 6w | RC: -369.21 | Cost: 2195.65 | Route: [0, 20, 14, 19, 5, 10, 2, 8, 18, 26, 9, 12, 17, 6, 0]
  - Vehicle: 6w | RC: -357.18 | Cost: 2207.68 | Route: [0, 3, 20, 14, 19, 5, 10, 2, 8, 18, 26, 9, 12, 17, 6, 0]
  - Vehicle: 4w | RC: -330.40 | Cost: 1609.86 | Route: [0, 26, 13, 9, 12, 7, 18, 8, 19, 5, 10, 20, 14, 2, 0]
  - Vehicle: 4w | RC: -301.49 | Cost: 1638.77 | Route: [0, 12, 9, 26, 7, 18, 8, 19, 5, 10, 20, 14, 21, 2, 13, 0]
  - Vehicle: 4w | RC: -273.45 | Cost: 1666.80 | Route: [0, 22, 9, 12, 26, 7, 18, 8, 19, 5, 10, 20, 14, 21, 2, 0]
  - Vehicle: 6w | RC: -253.19 | Cost: 1783.57 | Route: [0, 14, 20, 5, 19, 2, 8, 18, 26, 9, 12, 13, 17, 6, 0]
  - Vehicle: 4w | RC: -219.25 | Cost: 828.93 | Route: [0, 6, 17, 13, 26, 9, 12, 0]
  - Vehicle: 4w | RC: -199.50 | Cost: 848.68 | Route: [0, 17, 6, 13, 26, 9, 12, 0]
  - Vehicle: 6w | RC: -133.95 | Cost: 2178.59 | Route: [0, 9, 12, 26, 7, 18, 8, 19, 5, 10, 20, 14, 21, 13, 17, 0]
  - Vehicle: 10w | RC: -122.00 | Cost: 2442.86 | Route: [0, 18, 8, 19, 5, 10, 20, 14, 21, 9, 12, 17, 6, 0]
  - Vehicle: 10w | RC: -101.62 | Cost: 2463.24 | Route: [0, 1, 18, 8, 19, 5, 10, 20, 14, 21, 9, 12, 17, 6, 0]
  - Vehicle: 6w | RC: -60.90 | Cost: 987.29 | Route: [0, 6, 17, 13, 26, 9, 12, 0]
  - Vehicle: 10w | RC: -57.91 | Cost: 2915.95 | Route: [0, 15, 10, 20, 14, 19, 5, 2, 8, 18, 26, 9, 17, 6, 0]
  - Vehicle: 6w | RC: -40.48 | Cost: 2593.59 | Route: [0, 25, 24, 6, 17, 13, 26, 9, 12, 7, 18, 8, 19, 14, 20, 0]
  - Vehicle: 10w | RC: -38.69 | Cost: 2526.17 | Route: [0, 19, 5, 10, 20, 14, 21, 9, 12, 26, 13, 17, 6, 0]
  - Vehicle: 6w | RC: -37.61 | Cost: 1010.57 | Route: [0, 17, 6, 13, 26, 9, 12, 0]
  - Vehicle: 6w | RC: -34.49 | Cost: 1905.77 | Route: [0, 26, 13, 9, 12, 7, 18, 8, 19, 5, 10, 20, 14, 2, 0]
  - Vehicle: 10w | RC: -27.46 | Cost: 2537.40 | Route: [0, 2, 19, 5, 10, 20, 14, 21, 9, 12, 26, 17, 6, 0]
  - Vehicle: 6w | RC: -21.11 | Cost: 2612.95 | Route: [0, 24, 25, 6, 17, 13, 26, 9, 12, 7, 18, 8, 19, 14, 20, 0]
  - Vehicle: 10w | RC: -11.34 | Cost: 2553.52 | Route: [0, 8, 19, 5, 10, 20, 14, 21, 9, 12, 26, 17, 6, 0]
  - Vehicle: 10w | RC: -9.03 | Cost: 2555.84 | Route: [0, 11, 19, 5, 10, 20, 14, 21, 9, 12, 26, 17, 6, 0]
  - Vehicle: 6w | RC: -0.22 | Cost: 1940.04 | Route: [0, 12, 9, 26, 7, 18, 8, 19, 5, 10, 20, 14, 21, 2, 13, 0]

[Iteration 5] RMP Objective: 5942.60
[Iteration 5] POMO generated 59 negative RC columns.
[Iteration 5] Adding Columns:
  - Vehicle: 4w | RC: -1009.57 | Cost: 3014.25 | Route: [0, 16, 23, 17, 13, 26, 11, 8, 18, 7, 2, 3, 10, 0]
  - Vehicle: 4w | RC: -1002.50 | Cost: 2124.12 | Route: [0, 25, 24, 22, 11, 2, 8, 3, 14, 10, 5, 18, 1, 0]
  - Vehicle: 4w | RC: -742.21 | Cost: 2229.82 | Route: [0, 24, 25, 17, 13, 26, 11, 2, 8, 3, 14, 10, 5, 19, 0]
  - Vehicle: 4w | RC: -734.38 | Cost: 1404.45 | Route: [0, 22, 11, 2, 8, 3, 14, 10, 5, 19, 21, 0]
  - Vehicle: 4w | RC: -733.00 | Cost: 1405.83 | Route: [0, 9, 22, 11, 2, 8, 3, 14, 10, 5, 19, 21, 0]
  - Vehicle: 4w | RC: -729.16 | Cost: 1409.66 | Route: [0, 18, 8, 11, 2, 3, 14, 10, 5, 19, 21, 22, 9, 0]
  - Vehicle: 4w | RC: -725.83 | Cost: 1413.00 | Route: [0, 7, 8, 11, 2, 3, 14, 10, 5, 19, 21, 22, 9, 0]
  - Vehicle: 4w | RC: -715.92 | Cost: 1422.91 | Route: [0, 1, 18, 8, 11, 2, 3, 14, 10, 5, 19, 22, 9, 12, 26, 0]
  - Vehicle: 4w | RC: -698.68 | Cost: 1440.15 | Route: [0, 13, 26, 7, 8, 11, 2, 3, 14, 10, 5, 19, 22, 0]
  - Vehicle: AUV | RC: -693.36 | Cost: 2802.76 | Route: [0, 16, 25, 24, 12, 7, 18, 8, 10, 21, 0]
  - Vehicle: 4w | RC: -687.87 | Cost: 1450.96 | Route: [0, 26, 7, 8, 11, 2, 3, 14, 10, 5, 19, 22, 9, 0]
  - Vehicle: 4w | RC: -676.28 | Cost: 1203.38 | Route: [0, 20, 14, 3, 10, 5, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -658.14 | Cost: 1164.37 | Route: [0, 10, 3, 14, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -654.43 | Cost: 1168.07 | Route: [0, 14, 3, 10, 5, 11, 2, 8, 18, 7, 26, 0]
  - Vehicle: 4w | RC: -648.79 | Cost: 1490.04 | Route: [0, 11, 2, 8, 3, 14, 10, 5, 19, 21, 22, 9, 12, 26, 7, 18, 0]
  - Vehicle: 4w | RC: -645.00 | Cost: 1493.83 | Route: [0, 8, 11, 2, 3, 14, 10, 5, 19, 21, 22, 9, 12, 26, 7, 18, 0]
  - Vehicle: 4w | RC: -643.70 | Cost: 1656.86 | Route: [0, 17, 13, 26, 11, 2, 8, 3, 14, 10, 5, 19, 22, 0]
  - Vehicle: 4w | RC: -633.71 | Cost: 1505.12 | Route: [0, 2, 11, 8, 3, 14, 10, 5, 19, 21, 22, 9, 12, 26, 7, 18, 0]
